NoOriginal;Farmers;Site;Regie;Prélèvement;TeaType;Répétition;Poids_Contenu (g);Poids_Total _g;Poids_sac _g;Poids_final_g
704S;Fortier;45;Conventionel;3;Rooibos tea;2;1.908;2.273;0.365;
705S;Fortier;45;Conventionel;3;Rooibos tea;2;1.926;2.285;0.36;1.5116
706S;Fortier;45;Conventionel;3;Rooibos tea;2;1.916;2.264;0.349;1.5264
707S;Fortier;45;Conventionel;3;Rooibos tea;2;1.926;2.284;0.358;1.5292
708S;Fortier;45;Conventionel;3;Rooibos tea;2;1.91;2.262;0.351;
709S;Fortier;45;Conventionel;3;Rooibos tea;2;1.909;2.26;0.352;1.4787
710S;Fortier;45;Conventionel;3;Rooibos tea;2;1.91;2.273;0.363;1.4899
711S;Fortier;45;Conventionel;3;Rooibos tea;2;1.911;2.274;0.363;1.5062
712S;Fortier;45;Conventionel;3;Rooibos tea;2;1.909;2.27;0.361;
713S;Fortier;45;Conventionel;3;Rooibos tea;2;1.893;2.252;0.359;1.5036
714S;Fortier;45;Conventionel;3;Rooibos tea;2;1.913;2.266;0.352;
715S;Fortier;45;Conventionel;3;Rooibos tea;2;1.903;2.265;0.361;1.5165
716S;Fortier;45;Conventionel;3;Rooibos tea;2;1.915;2.269;0.355;1.5299
717S;Fortier;45;Conventionel;3;Rooibos tea;2;1.901;2.255;0.357;1.4227
718S;Fortier;45;Conventionel;3;Rooibos tea;2;1.895;2.25;0.355;1.4591
719S;Fortier;45;Conventionel;3;Rooibos tea;2;1.897;2.263;0.366;1.5218
720S;Fortier;45;Conventionel;3;Rooibos tea;2;1.911;2.272;0.361;1.5034
721S;Fortier;45;Conventionel;3;Rooibos tea;2;1.891;2.252;0.361;1.5071
722S;Fortier;45;Conventionel;3;Rooibos tea;2;1.89;2.245;0.356;1.412
632N;Fortier;45;Conventionel;3;Cranberry litter;2;1.906;2.27;0.364;1.9733
633N;Fortier;45;Conventionel;3;Cranberry litter;2;1.936;2.303;0.366;1.9223
634N;Fortier;45;Conventionel;3;Cranberry litter;2;1.933;2.3;0.367;1.907
635N;Fortier;45;Conventionel;3;Cranberry litter;2;1.918;2.285;0.367;1.8704
636N;Fortier;45;Conventionel;3;Cranberry litter;2;1.887;2.256;0.367;1.8484
637N;Fortier;45;Conventionel;3;Cranberry litter;2;1.901;2.257;0.357;1.9081
638N;Fortier;45;Conventionel;3;Cranberry litter;2;1.889;2.257;0.367;1.8337
639N;Fortier;45;Conventionel;3;Cranberry litter;2;1.913;2.28;0.366;
640N;Fortier;45;Conventionel;3;Cranberry litter;2;1.895;2.262;0.367;1.8681
641N;Fortier;45;Conventionel;3;Cranberry litter;2;1.902;2.263;0.36;1.8958
642N;Fortier;45;Conventionel;3;Cranberry litter;2;1.93;2.321;0.392;1.9423
643N;Fortier;45;Conventionel;3;Cranberry litter;2;1.912;2.271;0.36;1.8952
644N;Fortier;45;Conventionel;3;Cranberry litter;2;1.886;2.25;0.364;
645N;Fortier;45;Conventionel;3;Cranberry litter;2;1.929;2.288;0.359;1.9416
646N;Fortier;45;Conventionel;3;Cranberry litter;2;1.927;2.285;0.358;
647N;Fortier;45;Conventionel;3;Cranberry litter;2;1.907;2.269;0.36;
648N;Fortier;45;Conventionel;3;Cranberry litter;2;1.939;2.305;0.366;1.9
649N;Fortier;45;Conventionel;3;Cranberry litter;2;1.891;2.255;0.364;1.8514
650N;Fortier;45;Conventionel;3;Cranberry litter;2;1.902;2.26;0.358;
651N;Fortier;45;Conventionel;3;Cranberry litter;2;1.905;2.274;0.369;
1066G;Fortier;45;Conventionel;4;Green tea;1;1.794;2.148;0.354;0.8418
1067G;Fortier;45;Conventionel;4;Green tea;1;1.78;2.134;0.355;0.8429
1068G;Fortier;45;Conventionel;4;Green tea;1;1.796;2.167;0.371;0.8611
1069G;Fortier;45;Conventionel;4;Green tea;1;1.799;2.156;0.357;0.8602
1070G;Fortier;45;Conventionel;4;Green tea;1;1.768;2.124;0.356;0.822
1071G;Fortier;45;Conventionel;4;Green tea;1;1.782;2.137;0.356;0.8402
1072G;Fortier;45;Conventionel;4;Green tea;1;1.796;2.155;0.359;0.6889
1073G;Fortier;45;Conventionel;4;Green tea;1;1.775;2.127;0.353;0.637
1074G;Fortier;45;Conventionel;4;Green tea;1;1.759;2.114;0.355;0.8042
1075G;Fortier;45;Conventionel;4;Green tea;1;1.797;2.151;0.355;0.839
1076G;Fortier;45;Conventionel;4;Green tea;1;1.796;2.143;0.347;0.8753
1077G;Fortier;45;Conventionel;4;Green tea;1;1.795;2.148;0.355;0.8591
1078G;Fortier;45;Conventionel;4;Green tea;1;1.781;2.138;0.358;0.8234
1079G;Fortier;45;Conventionel;4;Green tea;1;1.766;2.121;0.357;0.65
1080G;Fortier;45;Conventionel;4;Green tea;1;1.756;2.121;0.365;0.8364
1081G;Fortier;45;Conventionel;4;Green tea;1;1.784;2.139;0.355;0.8383
1082G;Fortier;45;Conventionel;4;Green tea;1;1.781;2.143;0.362;0.6565
1083G;Fortier;45;Conventionel;4;Green tea;1;1.754;2.102;0.362;0.8606
1084G;Fortier;45;Conventionel;4;Green tea;1;1.798;2.162;0.364;0.8595
1085G;Fortier;45;Conventionel;4;Green tea;1;1.802;2.162;0.359;0.8374
723S;Fortier;45;Conventionel;4;Rooibos tea;1;1.903;2.254;0.351;1.4157
724S;Fortier;45;Conventionel;4;Rooibos tea;1;1.905;2.262;0.356;1.4395
725S;Fortier;45;Conventionel;4;Rooibos tea;1;1.927;2.281;0.354;1.4483
726S;Fortier;45;Conventionel;4;Rooibos tea;1;1.889;2.25;0.362;1.4017
727S;Fortier;45;Conventionel;4;Rooibos tea;1;1.919;2.279;0.359;1.3912
728S;Fortier;45;Conventionel;4;Rooibos tea;1;1.897;2.254;0.357;1.4102
729S;Fortier;45;Conventionel;4;Rooibos tea;1;1.917;2.283;0.366;1.4329
730S;Fortier;45;Conventionel;4;Rooibos tea;1;1.896;2.246;0.35;1.4222
731S;Fortier;45;Conventionel;4;Rooibos tea;1;1.896;2.255;0.358;1.3765
732S;Fortier;45;Conventionel;4;Rooibos tea;1;1.902;2.262;0.36;1.3882
733S;Fortier;45;Conventionel;4;Rooibos tea;1;1.908;2.261;0.353;1.4123
734S;Fortier;45;Conventionel;4;Rooibos tea;1;1.907;2.266;0.36;1.3765
735S;Fortier;45;Conventionel;4;Rooibos tea;1;1.897;2.257;0.36;
736S;Fortier;45;Conventionel;4;Rooibos tea;1;1.924;2.292;0.367;1.44
737S;Fortier;45;Conventionel;4;Rooibos tea;1;1.919;2.281;0.362;1.4111
738S;Fortier;45;Conventionel;4;Rooibos tea;1;1.887;2.235;0.348;1.3895
739S;Fortier;45;Conventionel;4;Rooibos tea;1;1.915;2.266;0.351;
740S;Fortier;45;Conventionel;4;Rooibos tea;1;1.897;2.257;0.36;1.4154
741S;Fortier;45;Conventionel;4;Rooibos tea;1;1.901;2.261;0.36;1.4209
742S;Fortier;45;Conventionel;4;Rooibos tea;1;1.897;2.255;0.358;1.4022
652N;Fortier;45;Conventionel;4;Cranberry litter;1;1.927;2.285;0.361;1.926
653N;Fortier;45;Conventionel;4;Cranberry litter;1;1.912;2.272;0.365;1.9251
654N;Fortier;45;Conventionel;4;Cranberry litter;1;1.9;2.264;0.364;1.9019
655N;Fortier;45;Conventionel;4;Cranberry litter;1;1.924;2.288;0.364;
656N;Fortier;45;Conventionel;4;Cranberry litter;1;1.9;2.261;0.361;1.9024
657N;Fortier;45;Conventionel;4;Cranberry litter;1;1.928;2.292;0.364;1.9103
688N;Fortier;45;Conventionel;4;Cranberry litter;1;1.922;2.283;0.361;
689N;Fortier;45;Conventionel;4;Cranberry litter;1;1.882;2.242;0.361;1.8902
690N;Fortier;45;Conventionel;4;Cranberry litter;1;1.89;2.254;0.365;1.8942
691N;Fortier;45;Conventionel;4;Cranberry litter;1;1.885;2.254;0.363;
692N;Fortier;45;Conventionel;4;Cranberry litter;1;1.912;2.283;0.368;
693N;Fortier;45;Conventionel;4;Cranberry litter;1;1.929;2.29;0.361;
694N;Fortier;45;Conventionel;4;Cranberry litter;1;1.921;2.289;0.368;1.9443
695N;Fortier;45;Conventionel;4;Cranberry litter;1;1.934;2.305;0.371;1.9561
696N;Fortier;45;Conventionel;4;Cranberry litter;1;1.925;2.291;0.365;1.9215
697N;Fortier;45;Conventionel;4;Cranberry litter;1;1.935;2.295;0.36;
698N;Fortier;45;Conventionel;4;Cranberry litter;1;1.935;2.295;0.361;1.947
699N;Fortier;45;Conventionel;4;Cranberry litter;1;1.891;2.254;0.362;1.8859
700N;Fortier;45;Conventionel;4;Cranberry litter;1;1.935;2.303;0.368;
701N;Fortier;45;Conventionel;4;Cranberry litter;1;1.909;2.272;0.363;
1086G;Fortier;45;Conventionel;4;Green tea;2;1.7763;2.1333;0.354;0.6918
1087G;Fortier;45;Conventionel;4;Green tea;2;1.779;2.142;0.363;0.8043
1088G;Fortier;45;Conventionel;4;Green tea;2;1.7767;2.131;0.358;0.6887
1089G;Fortier;45;Conventionel;4;Green tea;2;1.794;2.157;0.362;
1090G;Fortier;45;Conventionel;4;Green tea;2;1.752;2.108;0.356;0.624
1091G;Fortier;45;Conventionel;4;Green tea;2;1.757;2.117;0.361;0.5812
1092G;Fortier;45;Conventionel;4;Green tea;2;1.795;2.163;0.368;0.8117
1093G;Fortier;45;Conventionel;4;Green tea;2;1.758;2.122;0.365;0.8346
1094G;Fortier;45;Conventionel;4;Green tea;2;1.786;2.142;0.355;
1095G;Fortier;45;Conventionel;4;Green tea;2;1.762;2.123;0.362;0.8236
1096G;Fortier;45;Conventionel;4;Green tea;2;1.767;2.123;0.359;0.5834
1097G;Fortier;45;Conventionel;4;Green tea;2;1.753;2.105;0.353;0.7897
1098G;Fortier;45;Conventionel;4;Green tea;2;1.778;2.135;0.358;0.615
1099G;Fortier;45;Conventionel;4;Green tea;2;1.75;2.11;0.36;0.6963
1100G;Fortier;45;Conventionel;4;Green tea;2;1.8;2.15;0.35;0.8265
1101G;Fortier;45;Conventionel;4;Green tea;2;1.803;2.161;0.358;0.8443
1102G;Fortier;45;Conventionel;4;Green tea;2;1.792;2.155;0.363;0.8374
1103G;Fortier;45;Conventionel;4;Green tea;2;1.791;2.155;0.365;0.7344
1104G;Fortier;45;Conventionel;4;Green tea;2;1.763;2.119;0.356;
1105G;Fortier;45;Conventionel;4;Green tea;2;1.761;2.112;0.352;0.8283
743S;Fortier;45;Conventionel;4;Rooibos tea;2;1.92;2.279;0.359;1.3857
744S;Fortier;45;Conventionel;4;Rooibos tea;2;1.903;2.262;0.359;1.4291
745S;Fortier;45;Conventionel;4;Rooibos tea;2;1.902;2.26;0.359;1.4237
746S;Fortier;45;Conventionel;4;Rooibos tea;2;1.892;2.25;0.358;1.3969
747S;Fortier;45;Conventionel;4;Rooibos tea;2;1.904;2.269;0.365;
748S;Fortier;45;Conventionel;4;Rooibos tea;2;1.913;2.27;0.358;1.4424
749S;Fortier;45;Conventionel;4;Rooibos tea;2;1.91;2.273;0.363;1.3687
750S;Fortier;45;Conventionel;4;Rooibos tea;2;1.902;2.264;0.362;1.5244
751S;Fortier;45;Conventionel;4;Rooibos tea;2;1.928;2.291;0.363;1.4352
752S;Fortier;45;Conventionel;4;Rooibos tea;2;1.906;2.26;0.354;1.4005
753S;Fortier;45;Conventionel;4;Rooibos tea;2;1.927;2.284;0.356;1.4125
754S;Fortier;45;Conventionel;4;Rooibos tea;2;1.91;2.27;0.36;1.3796
755S;Fortier;45;Conventionel;4;Rooibos tea;2;1.913;2.27;0.357;1.4366
786S;Fortier;45;Conventionel;4;Rooibos tea;2;1.896;2.248;0.352;
799S;Fortier;45;Conventionel;4;Rooibos tea;2;1.921;2.284;0.363;1.4033
800S;Fortier;45;Conventionel;4;Rooibos tea;2;1.908;2.267;0.359;
801S;Fortier;45;Conventionel;4;Rooibos tea;2;1.928;2.294;0.366;1.466
802S;Fortier;45;Conventionel;4;Rooibos tea;2;1.916;2.271;0.355;1.4216
803S;Fortier;45;Conventionel;4;Rooibos tea;2;1.883;2.249;0.365;1.3572
804S;Fortier;45;Conventionel;4;Rooibos tea;2;1.914;2.28;0.366;
702N;Fortier;45;Conventionel;4;Cranberry litter;2;1.887;2.253;0.366;1.8617
703N;Fortier;45;Conventionel;4;Cranberry litter;2;1.89;2.253;0.363;1.8602
704N;Fortier;45;Conventionel;4;Cranberry litter;2;1.904;2.273;0.369;1.9026
705N;Fortier;45;Conventionel;4;Cranberry litter;2;1.911;2.266;0.354;1.9046
706N;Fortier;45;Conventionel;4;Cranberry litter;2;1.902;2.273;0.37;1.8902
707N;Fortier;45;Conventionel;4;Cranberry litter;2;1.932;2.292;0.359;
708N;Fortier;45;Conventionel;4;Cranberry litter;2;1.9;2.258;0.357;1.8705
709N;Fortier;45;Conventionel;4;Cranberry litter;2;1.918;2.282;0.366;
710N;Fortier;45;Conventionel;4;Cranberry litter;2;1.931;2.287;0.356;1.9233
711N;Fortier;45;Conventionel;4;Cranberry litter;2;1.913;2.274;0.362;1.8991
712N;Fortier;45;Conventionel;4;Cranberry litter;2;1.911;2.278;0.366;
713N;Fortier;45;Conventionel;4;Cranberry litter;2;1.931;2.288;0.357;
714N;Fortier;45;Conventionel;4;Cranberry litter;2;1.909;2.275;0.366;1.9197
733N;Fortier;45;Conventionel;4;Cranberry litter;2;1.937;2.299;0.362;1.9406
734N;Fortier;45;Conventionel;4;Cranberry litter;2;1.893;2.265;0.373;1.8854
735N;Fortier;45;Conventionel;4;Cranberry litter;2;1.882;2.244;0.362;1.8781
736N;Fortier;45;Conventionel;4;Cranberry litter;2;1.895;2.254;0.359;1.8743
737N;Fortier;45;Conventionel;4;Cranberry litter;2;1.905;2.266;0.361;1.9093
738N;Fortier;45;Conventionel;4;Cranberry litter;2;1.903;2.272;0.369;
739N;Fortier;45;Conventionel;4;Cranberry litter;2;1.916;2.28;0.363;1.8996
1106G;Fortier;45;Conventionel;5;Green tea;1;1.762;2.123;0.36;
1107G;Fortier;45;Conventionel;5;Green tea;1;1.774;2.125;0.352;
1108G;Fortier;45;Conventionel;5;Green tea;1;1.792;2.144;0.352;
1109G;Fortier;45;Conventionel;5;Green tea;1;1.766;2.128;0.362;
1110G;Fortier;45;Conventionel;5;Green tea;1;1.777;2.135;0.358;
1111G;Fortier;45;Conventionel;5;Green tea;1;1.792;2.157;0.366;
1112G;Fortier;45;Conventionel;5;Green tea;1;1.7818;2.1387;0.357;
1113G;Fortier;45;Conventionel;5;Green tea;1;1.798;2.157;0.359;
1114G;Fortier;45;Conventionel;5;Green tea;1;1.794;2.148;0.355;
1115G;Fortier;45;Conventionel;5;Green tea;1;1.79;2.152;0.362;
1116G;Fortier;45;Conventionel;5;Green tea;1;1.788;2.15;0.361;
1117G;Fortier;45;Conventionel;5;Green tea;1;1.791;2.156;0.366;
1118G;Fortier;45;Conventionel;5;Green tea;1;1.757;2.116;0.36;
1119G;Fortier;45;Conventionel;5;Green tea;1;1.754;2.113;0.358;
1120G;Fortier;45;Conventionel;5;Green tea;1;1.776;2.143;0.367;
1121G;Fortier;45;Conventionel;5;Green tea;1;1.797;2.159;0.362;
1122G;Fortier;45;Conventionel;5;Green tea;1;1.779;2.147;0.368;
1123G;Fortier;45;Conventionel;5;Green tea;1;1.787;2.148;0.362;
1124G;Fortier;45;Conventionel;5;Green tea;1;1.8;2.162;0.361;
1125G;Fortier;45;Conventionel;5;Green tea;1;1.773;2.132;0.359;
805S;Fortier;45;Conventionel;5;Rooibos tea;1;1.89;2.257;0.367;
806S;Fortier;45;Conventionel;5;Rooibos tea;1;1.921;2.276;0.355;1.3923
807S;Fortier;45;Conventionel;5;Rooibos tea;1;1.905;2.266;0.361;1.378
808S;Fortier;45;Conventionel;5;Rooibos tea;1;1.922;2.288;0.366;1.2746
809S;Fortier;45;Conventionel;5;Rooibos tea;1;1.924;2.289;0.365;
810S;Fortier;45;Conventionel;5;Rooibos tea;1;1.908;2.264;0.357;1.3347
811S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9;2.259;0.359;1.3689
812S;Fortier;45;Conventionel;5;Rooibos tea;1;1.909;2.266;0.358;1.4636
813S;Fortier;45;Conventionel;5;Rooibos tea;1;1.908;2.271;0.362;
814S;Fortier;45;Conventionel;5;Rooibos tea;1;1.8953;2.254;0.359;1.3728
815S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9122;2.2692;0.357;1.4298
816S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9192;2.2806;0.3592;1.3964
817S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9226;2.2846;0.3623;1.3879
818S;Fortier;45;Conventionel;5;Rooibos tea;1;1.911;2.2701;0.3592;1.2202
819S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9146;2.272;0.3583;1.2805
820S;Fortier;45;Conventionel;5;Rooibos tea;1;1.902;2.2586;0.3565;1.3727
821S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9189;2.2749;0.3577;1.289
822S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9125;2.2671;0.355;1.3046
823S;Fortier;45;Conventionel;5;Rooibos tea;1;1.8803;2.2305;0.3541;1.3185
824S;Fortier;45;Conventionel;5;Rooibos tea;1;1.9186;2.2653;0.354;1.3514
740N;Fortier;45;Conventionel;5;Cranberry litter;1;1.931;2.293;0.358;
741N;Fortier;45;Conventionel;5;Cranberry litter;1;1.914;2.272;0.357;
742N;Fortier;45;Conventionel;5;Cranberry litter;1;1.922;2.28;0.358;
743N;Fortier;45;Conventionel;5;Cranberry litter;1;1.932;2.295;0.363;
744N;Fortier;45;Conventionel;5;Cranberry litter;1;1.888;2.248;0.36;
745N;Fortier;45;Conventionel;5;Cranberry litter;1;1.918;2.274;0.356;
746N;Fortier;45;Conventionel;5;Cranberry litter;1;1.905;2.265;0.359;
747N;Fortier;45;Conventionel;5;Cranberry litter;1;1.937;2.297;0.36;
748N;Fortier;45;Conventionel;5;Cranberry litter;1;1.884;2.249;0.364;
749N;Fortier;45;Conventionel;5;Cranberry litter;1;1.915;2.273;0.359;
750N;Fortier;45;Conventionel;5;Cranberry litter;1;1.927;2.289;0.363;
751N;Fortier;45;Conventionel;5;Cranberry litter;1;1.901;2.271;0.369;
752N;Fortier;45;Conventionel;5;Cranberry litter;1;1.898;2.263;0.364;
753N;Fortier;45;Conventionel;5;Cranberry litter;1;1.898;2.263;0.365;
754N;Fortier;45;Conventionel;5;Cranberry litter;1;1.918;2.277;0.359;
755N;Fortier;45;Conventionel;5;Cranberry litter;1;1.897;2.262;0.365;
756N;Fortier;45;Conventionel;5;Cranberry litter;1;1.903;2.267;0.367;
757N;Fortier;45;Conventionel;5;Cranberry litter;1;1.93;2.288;0.359;
758N;Fortier;45;Conventionel;5;Cranberry litter;1;1.919;2.278;0.36;
759N;Fortier;45;Conventionel;5;Cranberry litter;1;1.917;2.276;0.359;
1126G;Fortier;45;Conventionel;5;Green tea;2;1.764;2.116;0.353;
1127G;Fortier;45;Conventionel;5;Green tea;2;1.796;2.16;0.365;
1128G;Fortier;45;Conventionel;5;Green tea;2;1.799;2.151;0.351;
1129G;Fortier;45;Conventionel;5;Green tea;2;1.765;2.131;0.366;
1130G;Fortier;45;Conventionel;5;Green tea;2;1.756;2.118;0.363;
1131G;Fortier;45;Conventionel;5;Green tea;2;1.786;2.145;0.359;
1132G;Fortier;45;Conventionel;5;Green tea;2;1.798;2.159;0.361;
1133G;Fortier;45;Conventionel;5;Green tea;2;1.769;2.125;0.357;
1134G;Fortier;45;Conventionel;5;Green tea;2;1.774;2.131;0.357;
1135G;Fortier;45;Conventionel;5;Green tea;2;1.773;2.13;0.357;
1136G;Fortier;45;Conventionel;5;Green tea;2;1.773;2.134;0.361;
1137G;Fortier;45;Conventionel;5;Green tea;2;1.751;2.11;0.359;
1138G;Fortier;45;Conventionel;5;Green tea;2;1.784;2.151;0.367;
1139G;Fortier;45;Conventionel;5;Green tea;2;1.791;2.153;0.362;
1140G;Fortier;45;Conventionel;5;Green tea;2;1.792;2.15;0.359;
1141G;Fortier;45;Conventionel;5;Green tea;2;1.793;2.164;0.371;
1142G;Fortier;45;Conventionel;5;Green tea;2;1.791;2.15;0.359;
1143G;Fortier;45;Conventionel;5;Green tea;2;1.802;2.156;0.354;
1144G;Fortier;45;Conventionel;5;Green tea;2;1.798;2.153;0.355;
1145G;Fortier;45;Conventionel;5;Green tea;2;1.763;2.114;0.352;
825S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8923;2.2535;0.3624;1.3304
826S;Fortier;45;Conventionel;5;Rooibos tea;2;1.926;2.286;0.3605;1.3605
827S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9131;2.2712;0.3575;1.3652
829S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9014;2.2514;0.3498;1.3625
830S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8941;2.2262;0.3536;
831S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9043;2.2618;0.3574;1.363
832S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9147;2.2704;0.3564;1.3138
833S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8965;2.2491;0.3529;1.3374
834S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8987;2.2545;0.3548;1.3831
835S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8975;2.2491;0.3524;1.3314
836S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9074;2.2614;0.3538;1.358
837S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9233;2.2848;0.3616;1.3491
838S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9083;2.2638;0.3555;1.3215
839S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8897;2.2492;0.3598;
840S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9147;2.276;0.361;1.3621
841S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9266;2.2834;0.3569;1.3243
842S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9005;2.257;0.3567;1.3508
843S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9022;2.2641;0.3603;1.36
844S;Fortier;45;Conventionel;5;Rooibos tea;2;1.8986;2.2513;0.3527;1.2817
845S;Fortier;45;Conventionel;5;Rooibos tea;2;1.9151;2.2598;0.3467;
760N;Fortier;45;Conventionel;5;Cranberry litter;2;1.94;2.301;0.361;1.8181
761N;Fortier;45;Conventionel;5;Cranberry litter;2;1.902;2.27;0.369;1.7642
762N;Fortier;45;Conventionel;5;Cranberry litter;2;1.921;2.287;0.367;1.8195
763N;Fortier;45;Conventionel;5;Cranberry litter;2;1.904;2.264;0.36;1.6734
764N;Fortier;45;Conventionel;5;Cranberry litter;2;1.937;2.298;0.361;1.7716
765N;Fortier;45;Conventionel;5;Cranberry litter;2;1.902;2.254;0.352;1.7636
766N;Fortier;45;Conventionel;5;Cranberry litter;2;1.884;2.244;0.365;1.7576
767N;Fortier;45;Conventionel;5;Cranberry litter;2;1.916;2.283;0.367;1.8153
768N;Fortier;45;Conventionel;5;Cranberry litter;2;1.922;2.287;0.365;1.7441
769N;Fortier;45;Conventionel;5;Cranberry litter;2;1.883;2.245;0.363;1.7513
770N;Fortier;45;Conventionel;5;Cranberry litter;2;1.928;2.29;0.362;1.8107
771N;Fortier;45;Conventionel;5;Cranberry litter;2;1.911;2.278;0.367;1.7673
772N;Fortier;45;Conventionel;5;Cranberry litter;2;1.926;2.281;0.356;1.8015
773N;Fortier;45;Conventionel;5;Cranberry litter;2;1.919;2.277;0.358;1.8197
774N;Fortier;45;Conventionel;5;Cranberry litter;2;1.918;2.282;0.365;1.7887
775N;Fortier;45;Conventionel;5;Cranberry litter;2;1.888;2.254;0.366;1.7071
776N;Fortier;45;Conventionel;5;Cranberry litter;2;1.911;2.273;0.362;1.7105
777N;Fortier;45;Conventionel;5;Cranberry litter;2;1.925;2.29;0.365;1.7751
808N;Fortier;45;Conventionel;5;Cranberry litter;2;1.938;2.303;0.365;1.7825
809N;Fortier;45;Conventionel;5;Cranberry litter;2;1.893;2.255;0.361;1.7529
1146G;Fortier;45;Conventionel;6;Green tea;1;1.783;2.139;0.355;
1147G;Fortier;45;Conventionel;6;Green tea;1;1.778;2.132;0.355;
1148G;Fortier;45;Conventionel;6;Green tea;1;1.79;2.143;0.354;
1149G;Fortier;45;Conventionel;6;Green tea;1;1.761;2.123;0.363;
1150G;Fortier;45;Conventionel;6;Green tea;1;1.762;2.13;0.368;
1151G;Fortier;45;Conventionel;6;Green tea;1;1.764;2.121;0.357;
1152G;Fortier;45;Conventionel;6;Green tea;1;1.798;2.16;0.363;
1153G;Fortier;45;Conventionel;6;Green tea;1;1.753;2.111;0.358;
1154G;Fortier;45;Conventionel;6;Green tea;1;1.769;2.125;0.355;
1155G;Fortier;45;Conventionel;6;Green tea;1;1.786;2.14;0.355;
1156G;Fortier;45;Conventionel;6;Green tea;1;1.77;2.132;0.362;
1157G;Fortier;45;Conventionel;6;Green tea;1;1.784;2.143;0.359;
1158G;Fortier;45;Conventionel;6;Green tea;1;1.768;2.133;0.365;
1159G;Fortier;45;Conventionel;6;Green tea;1;1.777;2.132;0.355;
1160G;Fortier;45;Conventionel;6;Green tea;1;1.7552;2.1189;0.3623;
1161G;Fortier;45;Conventionel;6;Green tea;1;1.779;2.143;0.363;
1162G;Fortier;45;Conventionel;6;Green tea;1;1.78;2.137;0.358;
1163G;Fortier;45;Conventionel;6;Green tea;1;1.798;2.153;0.355;
1164G;Fortier;45;Conventionel;6;Green tea;1;1.777;2.137;0.359;
1165G;Fortier;45;Conventionel;6;Green tea;1;1.754;2.113;0.359;
846S;Fortier;45;Conventionel;6;Rooibos tea;1;1.904;2.2594;0.3553;
847S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9222;2.2717;0.3495;
848S;Fortier;45;Conventionel;6;Rooibos tea;1;1.8947;2.2491;0.3542;
849S;Fortier;45;Conventionel;6;Rooibos tea;1;1.92;2.2764;0.356;
850S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9038;2.261;0.358;
851S;Fortier;45;Conventionel;6;Rooibos tea;1;1.8888;2.2498;0.3608;
852S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9238;2.2834;0.3597;
853S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9052;2.2587;0.354;
854S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9079;2.263;0.3546;
855S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9143;2.2722;0.3575;
856S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9132;2.2765;0.3633;
857S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9044;2.2567;0.3566;
858S;Fortier;45;Conventionel;6;Rooibos tea;1;1.921;2.278;0.3573;
859S;Fortier;45;Conventionel;6;Rooibos tea;1;1.916;2.2685;0.353;
860S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9185;2.2749;0.3567;
861S;Fortier;45;Conventionel;6;Rooibos tea;1;1.92;2.2744;0.3548;
862S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9229;2.2772;0.3551;
863S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9046;2.2646;0.3604;
864S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9074;2.2637;0.3563;
865S;Fortier;45;Conventionel;6;Rooibos tea;1;1.9145;2.2757;0.3609;
810N;Fortier;45;Conventionel;6;Cranberry litter;1;1.935;2.298;0.362;
811N;Fortier;45;Conventionel;6;Cranberry litter;1;1.939;2.301;0.361;
812N;Fortier;45;Conventionel;6;Cranberry litter;1;1.921;2.285;0.364;
813N;Fortier;45;Conventionel;6;Cranberry litter;1;1.913;2.281;0.369;
814N;Fortier;45;Conventionel;6;Cranberry litter;1;1.91;2.282;0.37;
