"No";"TypeThe";"TeaType";"PoidsContenu_g";"PoidsTotal._g";"PoidsSac_g";"Poids_Restant_g";"Farmers";"Site";"Regie";"NitrogenType";"DoseN";"Repetition";"Pourcentage_C";"Pourcentage_N";"Pourcentage_S";"Teneur_Ci";"GreenTMoy_C";"GreenTMoy_N";"GreenTMoy_S";"Teneur_Cf";"Teneur_Nf";"Teneur_Sf";"PertePoids";"Difference_C_Total_g";"TauxDecomposition_C";"DoseRep"
"688";60;"H";"Hibiscus Tea";1,955;2,323;0,368;NA;"Belanger";"10";"Conventionel";"Nproducteur";57,28;NA;44,706;0,86264;0,055;0,900095033;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_10"
"689";61;"H";"Hibiscus Tea";1,945;2,308;0,363;1,321;"Belanger";"10";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,895490967;NA;NA;NA;NA;NA;NA;0,00429858835033579;NA;NA;"57.28_NA_10"
"690";62;"H";"Hibiscus Tea";1,97;2,334;0,364;1,453;"Belanger";"10";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,907001133;NA;NA;NA;NA;NA;NA;0,00338225731290835;NA;NA;"57.28_NA_10"
"691";63;"H";"Hibiscus Tea";1,954;2,319;0,364;NA;"Belanger";"10";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,899634627;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_10"
"692";64;"H";"Hibiscus Tea";1,995;2,365;0,369;1,405;"Belanger";"A9";"Biologique";"Nproducteur";68,71;NA;47,003;0,86706;0,0375;0,9185113;NA;NA;NA;0,66039215;0,012182193;0,000526875;0,00389563052840131;0,25811915;0,00366578202229869;"68.71_NA_A9"
"693";65;"H";"Hibiscus Tea";1,976;2,336;0,361;1,653;"Belanger";"A9";"Biologique";"Nproducteur";68,71;NA;43,142;0,66442;0,0254;0,909763573;NA;NA;NA;0,71313726;0,0109828626;0,000419862;0,00198314200540877;0,196626313;0,00270567603843213;"68.71_NA_A9"
"694";66;"H";"Hibiscus Tea";1,943;2,305;0,362;1,309;"Belanger";"A9";"Biologique";"Nproducteur";68,71;NA;45,693;0,76115;0,0322;0,894570153;NA;NA;NA;0,59812137;0,0099634535;0,000421498;0,00438855203852823;0,296448783;0,00447277370782743;"68.71_NA_A9"
"695";95;"H";"Hibiscus Tea";2,033;2,391;0,358;1,344;"Fortier";"9";"Conventionel";"N-21-0-0";0;NA;49,199;0,69177;0,0316;0,936006753;NA;NA;NA;0,66123456;0,0092973888;0,000424704;0,00459846991716946;0,274772193;0,00386126731124113;"0_NA_9"
"696";96;"H";"Hibiscus Tea";2,048;2,415;0,367;1,294;"Fortier";"9";"Conventionel";"N-21-0-0";15;NA;48,407;0,6601;0,0251;0,942912853;NA;NA;NA;0,62638658;0,008541694;0,000324794;0,00510139456776169;0,316526273;0,00454451270324374;"15_NA_9"
"697";97;"H";"Hibiscus Tea";1,925;2,287;0,363;1,191;"Fortier";"9";"Conventionel";"N-21-0-0";30;NA;46,617;0,8336;0,0333;0,886282833;NA;NA;NA;0,55520847;0,009928176;0,000396603;0,00533480752629538;0,331074363;0,0051965828825422;"30_NA_9"
"698";98;"H";"Hibiscus Tea";1,961;2,323;0,362;1,338;"Fortier";"9";"Conventionel";"N-21-0-0";45;NA;43,779;0,76737;0,0315;0,902857473;NA;NA;NA;0,58576302;0,0102674106;0,00042147;0,00424753983897969;0,317094453;0,00480721554106977;"45_NA_9"
"699";99;"H";"Hibiscus Tea";1,928;2,291;0,363;1,256;"Fortier";"9";"Conventionel";"N-21-0-0";60;NA;44,334;0,6842;0,026;0,887664053;NA;NA;NA;0,55683504;0,008593552;0,00032656;0,00476167920158163;0,330829013;0,0051813812738143;"60_NA_9"
"700";128;"H";"Hibiscus Tea";1,956;2,318;0,362;1,318;"Fortier";"45";"Conventionel";"N-21-0-0";0;NA;44,623;0,81595;0,0739;0,90055544;NA;NA;NA;0,58813114;0,010754221;0,000974002;0,00438651261702567;0,3124243;0,00473401975861171;"0_NA_45"
"701";129;"H";"Hibiscus Tea";1,909;2,271;0,362;1,118;"Fortier";"45";"Conventionel";"N-21-0-0";0;NA;42,359;0,98187;0,108;0,878916327;NA;NA;NA;0,47357362;0,0109773066;0,00120744;0,00594486855567448;0,405342707;0,00687091467803345;"0_NA_45"
"702";130;"H";"Hibiscus Tea";1,913;2,276;0,362;1,189;"Fortier";"45";"Conventionel";"N-21-0-0";15;NA;44,699;0,84637;0,0933;0,880757953;NA;NA;NA;0,53147111;0,0100633393;0,001109337;0,00528400080832746;0,349286843;0,00561260006974895;"15_NA_45"
"703";131;"H";"Hibiscus Tea";1,939;2,308;0,369;1,187;"Fortier";"45";"Conventionel";"N-21-0-0";15;NA;44,192;1,0113;0,105;0,892728527;NA;NA;NA;0,52455904;0,012004131;0,00124635;0,00545270289592204;0,368169487;0,00590805052989458;"15_NA_45"
"704";132;"H";"Hibiscus Tea";2,007;2,367;0,36;1,209;"Fortier";"45";"Conventionel";"N-21-0-0";30;NA;44,379;0,78915;0,0823;0,92403618;NA;NA;NA;0,53654211;0,0095408235;0,000995007;0,00563163886868384;0,38749407;0,00604006863904844;"30_NA_45"
"705";133;"H";"Hibiscus Tea";1,971;2,333;0,362;1,119;"Fortier";"45";"Conventionel";"N-21-0-0";30;NA;44,575;1,1261;0,12;0,90746154;NA;NA;NA;0,49879425;0,012601059;0,0013428;0,00629006220934217;0,40866729;0,00664952776669571;"30_NA_45"
"706";134;"H";"Hibiscus Tea";2,023;2,384;0,361;1,34;"Fortier";"45";"Conventionel";"N-21-0-0";45;NA;45,911;0,91797;0,076;0,931402687;NA;NA;NA;0,6152074;0,012300798;0,0010184;0,00457679938025321;0,316195287;0,00460813631912096;"45_NA_45"
"707";135;"H";"Hibiscus Tea";1,983;2,35;0,366;1,306;"Fortier";"45";"Conventionel";"N-21-0-0";45;NA;42,522;0,68293;0,0844;0,91298642;NA;NA;NA;0,55533732;0,0089190658;0,001102264;0,004640464652038;0,3576491;0,00552383659486965;"45_NA_45"
"708";136;"H";"Hibiscus Tea";2,019;2,382;0,364;1,375;"Fortier";"45";"Conventionel";"N-21-0-0";60;NA;44,493;0,77773;0,104;0,92956106;NA;NA;NA;0,61177875;0,0106937875;0,00143;0,00426831786902407;0,31778231;0,00464824220772504;"60_NA_45"
"709";137;"H";"Hibiscus Tea";1,952;2,32;0,368;NA;"Fortier";"45";"Conventionel";"N-21-0-0";60;NA;44,754;1,1895;0,117;0,898713813;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60_NA_45"
"710";197;"H";"Hibiscus Tea";1,996;2,353;0,357;1,422;"Fortier";"9";"Conventionel";"N-SCU";30;2;43,08;0,53918;0,017;0,918971707;NA;NA;NA;0,6125976;0,0076671396;0,00024174;0,00376756496120248;0,306374107;0,0045060784277087;"30_2_9"
"711";198;"H";"Hibiscus Tea";1,891;2,249;0,357;NA;"Fortier";"9";"Conventionel";"N-SCU";45;2;NA;NA;NA;0,870629007;NA;NA;NA;NA;NA;NA;NA;NA;NA;"45_2_9"
"712";199;"H";"Hibiscus Tea";1,968;2,33;0,362;1,169;"Fortier";"9";"Conventionel";"N-SCU";60;2;49,539;0,8039;0,0276;0,90608032;NA;NA;NA;0,57911091;0,009397591;0,000322644;0,00578743462377923;0,32696941;0,00497371046557992;"60_2_9"
"713";200;"H";"Hibiscus Tea";1,972;2,33;0,358;1,394;"Belanger";"10";"Conventionel";"N-SCU";45;2;49,727;0,78751;0,0321;0,907921947;NA;NA;NA;0,69319438;0,0109778894;0,000447474;0,00385412159824568;0,214727567;0,0029983106996933;"45_2_10"
"714";201;"H";"Hibiscus Tea";1,984;2,344;0,359;1,513;"Belanger";"10";"Conventionel";"N-SCU";60;2;48,137;0,86906;0,0376;0,913446827;NA;NA;NA;0,72831281;0,0131488778;0,000568888;0,00301133971173847;0,185134017;0,0025166058461979;"60_2_10"
"715";202;"H";"Hibiscus Tea";1,954;2,315;0,362;NA;"Belanger";"10";"Conventionel";"N-SCU";30;2;49,537;0,83203;0,0354;0,899634627;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30_2_10"
"716";210;"H";"Hibiscus Tea";1,954;2,315;0,36;1,413;"Fortier";"45";"Conventionel";"Nproducteur";57,28;2;NA;NA;NA;0,899634627;NA;NA;NA;NA;NA;NA;0,00360181611020223;NA;NA;"57.28_2_45"
"717";217;"H";"Hibiscus Tea";1,973;2,329;0,356;NA;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;49,69;0,86649;0,041;0,908382353;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0_NA_10"
"718";218;"H";"Hibiscus Tea";1,934;2,295;0,36;1,37;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;48,226;0,89501;0,0486;0,890426493;NA;NA;NA;0,6606962;0,012261637;0,00066582;0,00383088507990077;0,229730293;0,00331562695575807;"0_NA_10"
"719";219;"H";"Hibiscus Tea";1,969;2,331;0,362;NA;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;NA;NA;NA;0,906540727;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15_NA_10"
"720";220;"H";"Hibiscus Tea";1,943;2,304;0,361;1,337;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;48,354;0,8611;0,0481;0,894570153;NA;NA;NA;0,64649298;0,011512907;0,000643097;0,00415338746972774;0,248077173;0,00360867763603858;"15_NA_10"
"721";221;"H";"Hibiscus Tea";2,006;2,363;0,356;1,593;"Belanger";"10";"Conventionel";"Nproducteur";57,28;2;46,014;0,71231;0,0265;0,923575773;NA;NA;NA;0,73300302;0,0113470983;0,000422145;0,00256137398457591;0,190572753;0,00256781137945736;"57.28_2_10"
"722";222;"H";"Hibiscus Tea";1,999;2,365;0,366;1,476;"Fortier";"45";"Conventionel";"Nproducteur";57,28;1;46,167;0,77153;0,0645;0,920352927;NA;NA;NA;0,68142492;0,0113877828;0,00095202;0,00337012588155536;0,238928007;0,00333967929403735;"57.28_1_45"
"723";223;"H";"Hibiscus Tea";1,97;2,337;0,367;1,318;"Fortier";"45";"Conventionel";"Nproducteur";57,28;2;44,273;0,66145;0,0767;0,907001133;NA;NA;NA;0,58351814;0,008717911;0,001010906;0,00446575674077313;0,323482993;0,00490075733092863;"57.28_2_45"
"724";224;"H";"Hibiscus Tea";1,949;2,316;0,367;1,333;"Fortier";"45";"Conventionel";"Nproducteur";57,28;1;41,603;0,69164;0,0948;0,897332593;NA;NA;NA;0,55456799;0,0092195612;0,001263684;0,00422093754809836;0,342764603;0,00534707958685289;"57.28_1_45"
"725";226;"H";"Hibiscus Tea";1,95;2,313;0,362;1,786;"Fortier";"9";"Conventionel";"Nproducteur";57,28;1;46,061;0,7839;0,03;0,897793;NA;NA;NA;0,82264946;0,014000454;0,0005358;0,000976121001348313;0,07514354;0,000971214989594713;"57.28_1_9"
"726";227;"H";"Hibiscus Tea";1,973;2,329;0,356;NA;"Fortier";"9";"Conventionel";"Nproducteur";57,28;2;NA;NA;NA;0,908382353;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_2_9"
"727";228;"H";"Hibiscus Tea";1,991;2,35;0,359;NA;"Fortier";"9";"Conventionel";"Nproducteur";57,28;1;NA;NA;NA;0,916669673;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_1_9"
"728";229;"H";"Hibiscus Tea";1,97;2,326;0,356;1,364;"Fortier";"9";"Conventionel";"Nproducteur";57,28;2;45,106;0,73977;0,0291;0,907001133;NA;NA;NA;0,61524584;0,0100904628;0,000396924;0,0040845775925403;0,291755293;0,00431246412798024;"57.28_2_9"
"729";230;"H";"Hibiscus Tea";1,968;2,326;0,358;1,392;"Belanger";"10";"Conventionel";"Nproducteur";57,28;1;46,705;0,92594;0,0493;0,90608032;NA;NA;NA;0,6501336;0,0128890848;0,000686256;0,00384751374130926;0,25594672;0,00368833417004495;"57.28_1_10"
"730";301;"H";"Hibiscus Tea";1,957;2,317;0,357;1,489;"Belanger";"10";"Conventionel";"N-SCU";30;NA;49,713;0,82348;0,0314;0,901015847;NA;NA;NA;0,74022657;0,0122616172;0,000467546;0,00303675483013408;0,160789277;0,00218407256308085;"30_NA_10"
"731";302;"H";"Hibiscus Tea";1,958;2,312;0,353;1,396;"Belanger";"10";"Conventionel";"N-SCU";30;NA;45,89;0,72383;0,0313;0,901476253;NA;NA;NA;0,6406244;0,0101046668;0,000436948;0,00375902821964598;0,260851853;0,0037954486100295;"30_NA_10"
"732";303;"H";"Hibiscus Tea";1,981;2,333;0,351;1,416;"Belanger";"10";"Conventionel";"N-SCU";45;NA;46,931;0,8655;0,0317;0,912065607;NA;NA;NA;0,66454296;0,01225548;0,000448872;0,00373073080494318;0,247522647;0,00351791554233906;"45_NA_10"
"733";304;"H";"Hibiscus Tea";2,016;2,369;0,353;1,533;"Belanger";"10";"Conventionel";"N-SCU";45;NA;48,605;0,78069;0,0293;0,92817984;NA;NA;NA;0,74511465;0,0119679777;0,000449169;0,00304320833688272;0,18306519;0,00244097119952707;"45_NA_10"
"734";305;"H";"Hibiscus Tea";1,983;2,344;0,361;1,498;"Belanger";"10";"Conventionel";"N-SCU";60;NA;49,051;0,60255;0,0189;0,91298642;NA;NA;NA;0,73478398;0,009026199;0,000283122;0,00311644404936257;0,17820244;0,00241271616878072;"60_NA_10"
"735";306;"H";"Hibiscus Tea";1,968;2,321;0,352;1,382;"Belanger";"10";"Conventionel";"N-SCU";60;NA;47,21;1,0154;0,051;0,90608032;NA;NA;NA;0,6524422;0,014032828;0,00070482;0,00392762303649537;0,25363812;0,00364894891819346;"60_NA_10"
"736";307;"H";"Hibiscus Tea";1,931;2,292;0,361;1,237;"Belanger";"A9";"Biologique";"N-8-0-0";0;NA;48,536;0,82164;0,03;0,889045273;NA;NA;NA;0,60039032;0,0101636868;0,0003711;0,00494832122262252;0,288654953;0,00436186869924577;"0_NA_A9"
"737";308;"H";"Hibiscus Tea";1,955;2,306;0,351;1,271;"Belanger";"A9";"Biologique";"N-8-0-0";15;NA;45,882;0,79739;0,0231;0,900095033;NA;NA;NA;0,58316022;0,0101348269;0,000293601;0,00478429112477791;0,316934813;0,00482264868311735;"15_NA_A9"
"738";309;"H";"Hibiscus Tea";1,948;2,304;0,355;1,364;"Belanger";"A9";"Biologique";"N-8-0-0";30;NA;48,247;0,67873;0,0194;0,896872187;NA;NA;NA;0,65808908;0,0092578772;0,000264616;0,00395979606443414;0,238783107;0,00343970067106205;"30_NA_A9"
"739";310;"H";"Hibiscus Tea";1,938;2,302;0,364;1,333;"Belanger";"A9";"Biologique";"N-8-0-0";45;NA;44,107;0,54932;0,00946;0,89226812;NA;NA;NA;0,58794631;0,0073224356;0,0001261018;0,00415804969191114;0,30432181;0,00463478929075327;"45_NA_A9"
"740";311;"H";"Hibiscus Tea";2,013;2,368;0,355;1,369;"Belanger";"A9";"Biologique";"N-8-0-0";60;NA;49,1;0,65033;0,0175;0,92679862;NA;NA;NA;0,672179;0,0089030177;0,000239575;0,00428384000390381;0,25461962;0,00356901810513212;"60_NA_A9"
"741";312;"H";"Hibiscus Tea";1,971;2,33;0,359;1,365;"Fortier";"9";"Conventionel";"N-21-0-0";0;NA;45,729;0,67439;0,0143;0,90746154;NA;NA;NA;0,62420085;0,0092054235;0,000195195;0,00408207332815178;0,28326069;0,00415754437218743;"0_NA_9"
"742";313;"H";"Hibiscus Tea";1,939;2,301;0,36;1,231;"Fortier";"9";"Conventionel";"N-21-0-0";15;NA;43,169;0,77723;0,0188;0,892728527;NA;NA;NA;0,53141039;0,0095677013;0,000231428;0,0050482836562022;0,361318137;0,00576386609197711;"15_NA_9"
"743";314;"H";"Hibiscus Tea";1,981;2,338;0,357;1,224;"Fortier";"9";"Conventionel";"N-21-0-0";30;NA;44,776;0,69173;0,0164;0,912065607;NA;NA;NA;0,54805824;0,0084667752;0,000200736;0,00534975092918088;0,364007367;0,00565922629237461;"30_NA_9"
"744";315;"H";"Hibiscus Tea";1,978;2,343;0,363;1,317;"Fortier";"9";"Conventionel";"N-21-0-0";45;NA;45,816;0,8118;0,0224;0,910684387;NA;NA;NA;0,60339672;0,010691406;0,000295008;0,00451922011599307;0,307287667;0,00457357221805409;"45_NA_9"
"745";316;"H";"Hibiscus Tea";1,956;2,324;0,365;1,243;"Fortier";"9";"Conventionel";"N-21-0-0";60;NA;48,563;0,83588;0,0264;0,90055544;NA;NA;NA;0,60363809;0,0103899884;0,000328152;0,00503748621204502;0,29691735;0,0044448544323324;"60_NA_9"
